aachen ɑ>aa|k>ch|ɛ>e|n>n
proselytizing p>p|r>r|ɑ>o|s>s|ɛ>e|l>l|ɪ>y|t>t|aɪ>i|z>z|ɪ>i|ŋ>ng
prosody p>p|r>r|ɑ>o|s>s|ʌ>o|d>d|i>y
prospect p>p|r>r|ɑ>o|s>s|p>p|ɛ>e|k>c|t>t
prospecting p>p|r>r|ɔ>o|s>s|p>p|ɛ>e|k>c|t>t|ɪ>i|ŋ>ng
prospective p>p|r>r|ʌ>o|s>s|p>p|ɛ>e|k>c|t>t|ɪ>i|v>ve
prospectively p>p|r>r|ʌ>o|s>s|p>p|ɛ>e|k>c|t>t|ɪ>i|v>ve|l>l|i>y
prospector p>p|r>r|ɔ>o|s>s|p>p|ɛ>e|k>c|t>t|ɝ>or
prospectors p>p|r>r|ɔ>o|s>s|p>p|ɛ>e|k>c|t>t|ɝ>or|z>s
prospects p>p|r>r|ɑ>o|s>s|p>p|ɛ>e|k>c|t>t|s>s
prospectus p>p|r>r|ʌ>o|s>s|p>p|ɛ>e|k>c|t>t|ʌ>u|s>s
prosper p>p|r>r|ɑ>o|s>s|p>p|ɝ>er
prospered p>p|r>r|ɑ>o|s>s|p>p|ɝ>er|d>ed
prospering p>p|r>r|ɑ>o|s>s|p>p|ɝ>er|ɪ>i|ŋ>ng
prosperity p>p|r>r|ɑ>o|s>s|p>p|ɛ>e|r>r|ɪ>i|t>t|i>y
prosperous p>p|r>r|ɑ>o|s>s|p>p|ɝ>er|ʌ>ou|s>s
prospers p>p|r>r|ɑ>o|s>s|p>p|ɝ>er|z>s
prosser p>p|r>r|ɔ>o|s>ss|ɝ>er
prostaglandin p>p|r>r|oʊ>o|s>s|t>t|æ>a|g>g|l>l|æ>a|n>n|d>d|ɪ>i|n>n
prostaglandins p>p|r>r|oʊ>o|s>s|t>t|æ>a|g>g|l>l|æ>a|n>n|d>d|ɪ>i|n>n|z>s
prostate p>p|r>r|ɑ>o|s>s|t>t|eɪ>a|t>te
prostatectomy p>p|r>r|ɑ>o|s>s|t>t|eɪ>a|t>t|ɛ>e|k>c|t>t|ʌ>o|m>m|i>y
prostatic p>p|r>r|oʊ>o|s>s|t>t|æ>a|t>t|ɪ>i|k>c
prostheses p>p|r>r|ɑ>o|s>s|θ>th|i>e|s>s|i>e|z>s
prosthesis p>p|r>r|ɔ>o|s>s|θ>th|ɛ>e|s>s|ɪ>i|s>s
prosthetic p>p|r>r|ɑ>o|s>s|θ>th|ɛ>e|t>t|ɪ>i|k>c
prostitute p>p|r>r|ɑ>o|s>s|t>t|ɪ>i|t>t|u>u|t>te
prostitutes p>p|r>r|ɑ>o|s>s|t>t|ɪ>i|t>t|u>u|t>te|s>s
prostitution p>p|r>r|ɑ>o|s>s|t>t|ɪ>i|t>t|u>u|ʃ>ti|ʌ>o|n>n
prostrate p>p|r>r|ɑ>o|s>s|t>t|r>r|eɪ>a|t>te
prostration p>p|r>r|ɑ>o|s>s|t>t|r>r|eɪ>a|ʃ>ti|ʌ>o|n>n
protagonist p>p|r>r|oʊ>o|t>t|æ>a|g>g|ʌ>o|n>n|ɪ>i|s>s|t>t
protagonists p>p|r>r|oʊ>o|t>t|æ>a|g>g|ʌ>o|n>n|ɪ>i|s>s|t>t|s>s
protean p>p|r>r|oʊ>o|t>t|i>e|ʌ>a|n>n
protease p>p|r>r|oʊ>o|t>t|i>e|eɪ>a|z>se
protect p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t
protected p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|ɪ>e|d>d
protecting p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|ɪ>i|ŋ>ng
protection p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|ʃ>ti|ʌ>o|n>n
protectionism p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|ʃ>ti|ʌ>o|n>n|ɪ>i|z>s|ʌ;m>m
protectionist p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|ʃ>ti|ʌ>o|n>n|ɪ>i|s>s|t>t
protectionists p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|ʃ>ti|ʌ>o|n>n|ɪ>i|s>s|t>t|s>s
protections p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|ʃ>ti|ʌ>o|n>n|z>s
protective p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|ɪ>i|v>ve
protectively p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|ɪ>i|v>ve|l>l|i>y
protector p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|ɝ>or
protectorate p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|ɝ>or|ʌ>a|t>te
protectors p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|ɝ>or|z>s
protects p>p|r>r|ʌ>o|t>t|ɛ>e|k>c|t>t|s>s
protege p>p|r>r|oʊ>o|t>t|ɛ>e|ʒ>g|eɪ>e
proteges p>p|r>r|oʊ>o|t>t|ɛ>e|ʒ>g|eɪ>e|z>s
protein p>p|r>r|oʊ>o|t>te|i>i|n>n
proteins p>p|r>r|oʊ>o|t>te|i>i|n>n|z>s
protest p>p|r>r|ʌ>o|t>t|ɛ>e|s>s|t>t
protestant p>p|r>r|ɑ>o|t>t|ɛ>e|s>s|t>t|ʌ>a|n>n|t>t
protestantism p>p|r>r|ɑ>o|t>t|ɛ>e|s>s|t>t|ʌ>a|n>n|t>t|ɪ>i|z>s|ʌ;m>m
protestants p>p|r>r|ɑ>o|t>t|ɛ>e|s>s|t>t|ʌ>a|n>n|t>t|s>s
protestation p>p|r>r|oʊ>o|t>t|ɛ>e|s>s|t>t|eɪ>a|ʃ>ti|ʌ>o|n>n
protestations p>p|r>r|oʊ>o|t>t|ɛ>e|s>s|t>t|eɪ>a|ʃ>ti|ʌ>o|n>n|z>s
protested p>p|r>r|ʌ>o|t>t|ɛ>e|s>s|t>t|ɛ>e|d>d
protesters p>p|r>r|oʊ>o|t>t|ɛ>e|s>s|t>t|ɝ>er|z>s
protesting p>p|r>r|ʌ>o|t>t|ɛ>e|s>s|t>t|ɪ>i|ŋ>ng
protestors p>p|r>r|oʊ>o|t>t|ɛ>e|s>s|t>t|ɝ>or|z>s
protests p>p|r>r|ʌ>o|t>t|ɛ>e|s>s|t>t|s>s
prothero p>p|r>r|ɑ>o|ð>th|ɝ>er|oʊ>o
proto p>p|r>r|oʊ>o|t>t|ʌ>o
protocol p>p|r>r|oʊ>o|t>t|ʌ>o|k>c|ɑ>o|l>l
protocols p>p|r>r|oʊ>o|t>t|ʌ>o|k>c|ɔ>o|l>l|z>s
proton p>p|r>r|oʊ>o|t>t|ɑ>o|n>n
protons p>p|r>r|oʊ>o|t>t|ɑ>o|n>n|z>s
prototype p>p|r>r|oʊ>o|t>t|ʌ>o|t>t|aɪ>y|p>pe
prototypes p>p|r>r|oʊ>o|t>t|ʌ>o|t>t|aɪ>y|p>pe|s>s
prototypical p>p|r>r|oʊ>o|t>t|ʌ>o|t>t|ɪ>y|p>p|ɪ>i|k>c|ʌ>a|l>l
protozoa p>p|r>r|oʊ>o|t>t|ʌ>o|z>z|oʊ>o|ʌ>a
protozoan p>p|r>r|oʊ>o|t>t|ʌ>o|z>z|oʊ>o|ʌ>a|n>n
protozoans p>p|r>r|oʊ>o|t>t|ʌ>o|z>z|oʊ>o|ʌ>a|n>n|z>s
protracted p>p|r>r|oʊ>o|t>t|r>r|æ>a|k>c|t>t|ɪ>e|d>d
protrude p>p|r>r|oʊ>o|t>t|r>r|u>u|d>de
protruding p>p|r>r|oʊ>o|t>t|r>r|u>u|d>d|ɪ>i|ŋ>ng
protuberance p>p|r>r|ʌ>o|t>t|u>u|b>b|ɝ>er|ʌ>a|n>n|s>ce
protuberances p>p|r>r|ʌ>o|t>t|u>u|b>b|ɝ>er|ʌ>a|n>n|s>c|ɛ>e|z>s
proud p>p|r>r|aʊ>ou|d>d
prouder p>p|r>r|aʊ>ou|d>d|ɝ>er
proudest p>p|r>r|aʊ>ou|d>d|ɛ>e|s>s|t>t
proudly p>p|r>r|aʊ>ou|d>d|l>l|i>y
proust p>p|r>r|aʊ>ou|s>s|t>t
prout p>p|r>r|aʊ>ou|t>t
provable p>p|r>r|u>o|v>v|ʌ>a|b>b|ʌ;l>le
prove p>p|r>r|u>o|v>ve
proved p>p|r>r|u>o|v>ve|d>d
proven p>p|r>r|u>o|v>v|ɛ>e|n>n
provenance p>p|r>r|ɑ>o|v>v|ɛ>e|n>n|ʌ>a|n>n|s>ce
provence p>p|r>r|oʊ>o|v>v|ɛ>e|n>n|s>ce
proverb p>p|r>r|ɑ>o|v>v|ɝ>er|b>b
proverbial p>p|r>r|ʌ>o|v>v|ɝ>er|b>b|i>i|ʌ>a|l>l
proverbs p>p|r>r|ɑ>o|v>v|ɝ>er|b>b|z>s
proves p>p|r>r|u>o|v>ve|z>s
provide p>p|r>r|ʌ>o|v>v|aɪ>i|d>de
provided p>p|r>r|ʌ>o|v>v|aɪ>i|d>d|ɪ>e|d>d
providence p>p|r>r|ɑ>o|v>v|ɪ>i|d>d|ɛ>e|n>n|s>ce
provident p>p|r>r|ɑ>o|v>v|ɪ>i|d>d|ɛ>e|n>n|t>t
providential p>p|r>r|ɑ>o|v>v|ɪ>i|d>d|ɛ>e|n>n|tʃ>ti|ʌ>a|l>l
provider p>p|r>r|ʌ>o|v>v|aɪ>i|d>d|ɝ>er
providers p>p|r>r|ʌ>o|v>v|aɪ>i|d>d|ɝ>er|z>s
provides p>p|r>r|ʌ>o|v>v|aɪ>i|d>de|z>s
providing p>p|r>r|ʌ>o|v>v|aɪ>i|d>d|ɪ>i|ŋ>ng
province p>p|r>r|ɑ>o|v>v|ɪ>i|n>n|s>ce
provinces p>p|r>r|ɑ>o|v>v|ɪ>i|n>n|s>c|ɛ>e|z>s
provincetown p>p|r>r|ɑ>o|v>v|ɪ>i|n>n|s>ce|t>t|aʊ>ow|n>n
provincial p>p|r>r|ʌ>o|v>v|ɪ>i|n>n|ʃ>ci|ʌ>a|l>l
provincialism p>p|r>r|ʌ>o|v>v|ɪ>i|n>n|tʃ>ci|ʌ>a|l>l|ɪ>i|z>s|ʌ;m>m
proving p>p|r>r|u>o|v>v|ɪ>i|ŋ>ng
provision p>p|r>r|ʌ>o|v>v|ɪ>i|ʒ>si|ʌ>o|n>n
provisional p>p|r>r|ʌ>o|v>v|ɪ>i|ʒ>si|ʌ>o|n>n|ʌ>a|l>l
provisionally p>p|r>r|ʌ>o|v>v|ɪ>i|ʒ>si|ʌ>o|n>n|ʌ>a|l>ll|i>y
provisioning p>p|r>r|ʌ>o|v>v|ɪ>i|ʒ>si|ʌ>o|n>n|ɪ>i|ŋ>ng
provisions p>p|r>r|ʌ>o|v>v|ɪ>i|ʒ>si|ʌ>o|n>n|z>s
proviso p>p|r>r|ʌ>o|v>v|aɪ>i|z>s|oʊ>o
provo p>p|r>r|oʊ>o|v>v|oʊ>o
provocation p>p|r>r|ɑ>o|v>v|ʌ>o|k>c|eɪ>a|ʃ>ti|ʌ>o|n>n
provocations p>p|r>r|ɑ>o|v>v|ʌ>o|k>c|eɪ>a|ʃ>ti|ʌ>o|n>n|z>s
provocative p>p|r>r|oʊ>o|v>v|ɑ>o|k>c|ʌ>a|t>t|ɪ>i|v>ve
provocatively p>p|r>r|oʊ>o|v>v|ɑ>o|k>c|ʌ>a|t>t|ɪ>i|v>ve|l>l|i>y
provoke p>p|r>r|ʌ>o|v>v|oʊ>o|k>ke
provoked p>p|r>r|ʌ>o|v>v|oʊ>o|k>ke|t>d
provokes p>p|r>r|ʌ>o|v>v|oʊ>o|k>ke|s>s
provoking p>p|r>r|ʌ>o|v>v|oʊ>o|k>k|ɪ>i|ŋ>ng
provost p>p|r>r|oʊ>o|v>v|oʊ>o|s>s|t>t
prow p>p|r>r|aʊ>ow
prowess p>p|r>r|aʊ>ow|ɛ>e|s>ss
prowl p>p|r>r|aʊ>ow|l>l
prowling p>p|r>r|aʊ>ow|l>l|ɪ>i|ŋ>ng
proxies p>p|r>r|ɑ>o|k;s>x|i>ie|z>s
proximal p>p|r>r|ɑ>o|k;s>x|ɪ>i|m>m|ʌ>a|l>l
proximate p>p|r>r|ɑ>o|k;s>x|ɪ>i|m>m|ʌ>a|t>te
proximity p>p|r>r|ɑ>o|k;s>x|ɪ>i|m>m|ɪ>i|t>t|i>y
proxy p>p|r>r|ɑ>o|k;s>x|i>y
prozac p>p|r>r|oʊ>o|z>z|æ>a|k>c
pru p>p|r>r|u>u
prude p>p|r>r|u>u|d>de
prudence p>p|r>r|u>u|d>d|ɛ>e|n>n|s>ce
prudent p>p|r>r|u>u|d>d|ɛ>e|n>n|t>t
prudential p>p|r>r|u>u|d>d|ɛ>e|n>n|ʃ>ti|ʌ>a|l>l
prudently p>p|r>r|u>u|d>d|ɛ>e|n>n|t>t|l>l|i>y
prudery p>p|r>r|u>u|d>d|ɝ>er|i>y
prudish p>p|r>r|u>u|d>d|ɪ>i|ʃ>sh
pruitt p>p|r>r|u>u|ɪ>i|t>tt
prune p>p|r>r|u>u|n>ne
pruned p>p|r>r|u>u|n>ne|d>d
prunes p>p|r>r|u>u|n>ne|z>s
pruning p>p|r>r|u>u|n>n|ɪ>i|ŋ>ng
prurient p>p|r>r|ʊ>u|r>r|i>i|ɛ>e|n>n|t>t
prussia p>p|r>r|ʌ>u|ʃ>ssi|ʌ>a
prussian p>p|r>r|ʌ>u|ʃ>ssi|ʌ>a|n>n
pry p>p|r>r|aɪ>y
pryce p>p|r>r|aɪ>y|s>ce
prying p>p|r>r|aɪ>y|ɪ>i|ŋ>ng
prynne p>p|r>r|ɪ>y|n>nne
pryor p>p|r>r|aɪ>y|ɝ>or
psalm s>ps|ɑ>a|l>l|m>m
psalms s>ps|ɑ>a|l>l|m>m|z>s
psalter s>ps|ɔ>a|l>l|t>t|ɝ>er
pseudo s>ps|u>eu|d>d|oʊ>o
pseudomonas s>ps|u>eu|d>d|ʌ>o|m>m|oʊ>o|n>n|ʌ>a|z>s
pseudonym s>ps|u>eu|d>d|ʌ>o|n>n|ɪ>y|m>m
pseudonyms s>ps|u>eu|d>d|ʌ>o|n>n|ɪ>y|m>m|z>s
psi s>ps|aɪ>i
psoriasis s>ps|ɝ>or|aɪ>i|ʌ>a|s>s|ɪ>i|s>s
psych s>ps|aɪ>y|k>ch
psyche s>ps|aɪ>y|k>ch|i>e
psychedelic s>ps|aɪ>y|k>ch|ɛ>e|d>d|ɛ>e|l>l|ɪ>i|k>c
psyches s>ps|aɪ>y|k>ch|i>e|z>s
psychiatric s>ps|aɪ>y|k>ch|i>i|æ>a|t>t|r>r|ɪ>i|k>c
psychiatrist s>ps|ɪ>y|k>ch|aɪ>i|ʌ>a|t>t|r>r|ɪ>i|s>s|t>t
psychiatrists s>ps|ɪ>y|k>ch|aɪ>i|ʌ>a|t>t|r>r|ɪ>i|s>s|t>t|s>s
psychiatry s>ps|ɪ>y|k>ch|aɪ>i|ʌ>a|t>t|r>r|i>y
psychic s>ps|aɪ>y|k>ch|ɪ>i|k>c
psychical s>ps|aɪ>y|k>ch|ɪ>i|k>c|ʌ>a|l>l
psychics s>ps|aɪ>y|k>ch|ɪ>i|k>c|s>s
psycho s>ps|aɪ>y|k>ch|oʊ>o
psychoanalysis s>ps|aɪ>y|k>ch|oʊ>o|ʌ>a|n>n|æ>a|l>l|ɪ>y|s>s|ɪ>i|s>s
psychoanalyst s>ps|aɪ>y|k>ch|oʊ>o|æ>a|n>n|ʌ>a|l>l|ɪ>y|s>s|t>t
psychoanalytic s>ps|aɪ>y|k>ch|oʊ>o|æ>a|n>n|ʌ>a|l>l|ɪ>y|t>t|ɪ>i|k>c
psychodynamic s>ps|aɪ>y|k>ch|oʊ>o|d>d|aɪ>y|n>n|æ>a|m>m|ɪ>i|k>c
psychogenic s>ps|aɪ>y|k>ch|oʊ>o|dʒ>g|ɛ>e|n>n|ɪ>i|k>c
psychological s>ps|aɪ>y|k>ch|ʌ>o|l>l|ɑ>o|dʒ>g|ɪ>i|k>c|ʌ>a|l>l
psychologically s>ps|aɪ>y|k>ch|ʌ>o|l>l|ɑ>o|dʒ>g|ɪ>i|k>ca|l>ll|i>y
psychologist s>ps|aɪ>y|k>ch|ɑ>o|l>l|ʌ>o|dʒ>g|ɪ>i|s>s|t>t
psychologists s>ps|aɪ>y|k>ch|ɑ>o|l>l|ʌ>o|dʒ>g|ɪ>i|s>s|t>t|s>s
psychology s>ps|aɪ>y|k>ch|ɑ>o|l>l|ʌ>o|dʒ>g|i>y
psychopath s>ps|aɪ>y|k>ch|oʊ>o|p>p|æ>a|θ>th
psychopathic s>ps|aɪ>y|k>ch|ʌ>o|p>p|æ>a|θ>th|ɪ>i|k>c
psychopaths s>ps|aɪ>y|k>ch|oʊ>o|p>p|æ>a|θ>th|s>s
psychopathy s>ps|aɪ>y|k>ch|ɑ>o|p>p|ʌ>a|θ>th|i>y
psychosis s>ps|aɪ>y|k>ch|oʊ>o|s>s|ɪ>i|s>s
psychosomatic s>ps|aɪ>y|k>ch|oʊ>o|s>s|ʌ>o|m>m|æ>a|t>t|ɪ>i|k>c
psychotherapeutic s>ps|aɪ>y|k>ch|oʊ>o|θ>th|ɛ>e|r>r|ʌ>a|p>p|j;u>eu|t>t|ɪ>i|k>c
psychotherapist s>ps|aɪ>y|k>ch|ʌ>o|θ>th|ɛ>e|r>r|ʌ>a|p>p|ɪ>i|s>s|t>t
psychotherapists s>ps|aɪ>y|k>ch|ʌ>o|θ>th|ɛ>e|r>r|ʌ>a|p>p|ɪ>i|s>s|t>t|s>s
psychotherapy s>ps|aɪ>y|k>ch|oʊ>o|θ>th|ɛ>e|r>r|ʌ>a|p>p|i>y
psychotic s>ps|aɪ>y|k>ch|ɑ>o|t>t|ɪ>i|k>c
ptolemaic t>pt|ɑ>o|l>l|ɛ>e|m>m|eɪ>a|ɪ>i|k>c
ptolemy t>pt|ɑ>o|l>l|ɛ>e|m>m|i>y
pty t>pt|aɪ>y
pu p>p|u>u
pub p>p|ʌ>u|b>b
puberty p>p|j;u>u|b>b|ɝ>er|t>t|i>y
pubic p>p|j;u>u|b>b|ɪ>i|k>c
public p>p|ʌ>u|b>b|l>l|ɪ>i|k>c
publication p>p|ʌ>u|b>b|l>l|ɪ>i|k>c|eɪ>a|ʃ>ti|ʌ>o|n>n
publications p>p|ʌ>u|b>b|l>l|ɪ>i|k>c|eɪ>a|ʃ>ti|ʌ>o|n>n|z>s
publicist p>p|ʌ>u|b>b|l>l|ɪ>i|s>c|ɪ>i|s>s|t>t
publicists p>p|ʌ>u|b>b|l>l|ɪ>i|s>c|ɪ>i|s>s|t>t|s>s
publicity p>p|ʌ>u|b>b|l>l|ɪ>i|s>c|ɪ>i|t>t|i>y
publicize p>p|ʌ>u|b>b|l>l|ɪ>i|s>c|aɪ>i|z>ze
publicized p>p|ʌ>u|b>b|l>l|ɪ>i|s>c|aɪ>i|z>ze|d>d
publicizing p>p|ʌ>u|b>b|l>l|ɪ>i|s>c|aɪ>i|z>z|ɪ>i|ŋ>ng
publicly p>p|ʌ>u|b>b|l>l|ɪ>i|k>c|l>l|i>y
publics p>p|ʌ>u|b>b|l>l|ɪ>i|k>c|s>s
publish p>p|ʌ>u|b>b|l>l|ɪ>i|ʃ>sh
published p>p|ʌ>u|b>b|l>l|ɪ>i|ʃ>sh|t>ed
publisher p>p|ʌ>u|b>b|l>l|ɪ>i|ʃ>sh|ɝ>er
publishers p>p|ʌ>u|b>b|l>l|ɪ>i|ʃ>sh|ɝ>er|z>s
publishes p>p|ʌ>u|b>b|l>l|ɪ>i|ʃ>sh|ɛ>e|z>s
publishing p>p|ʌ>u|b>b|l>l|ɪ>i|ʃ>sh|ɪ>i|ŋ>ng
pubs p>p|ʌ>u|b>b|z>s
puccini p>p|u>u|tʃ>cc|i>i|n>n|i>i
puck p>p|ʌ>u|k>ck
pudding p>p|ʊ>u|d>dd|ɪ>i|ŋ>ng
puddings p>p|ʊ>u|d>dd|ɪ>i|ŋ>ng|z>s
puddle p>p|ʌ>u|d>dd|ʌ;l>le
puddles p>p|ʌ>u|d>dd|ʌ;l>le|z>s
pudgy p>p|ʌ>u|dʒ>dg|i>y
puebla p>p|w>u|eɪ>e|b>b|l>l|ʌ>a
pueblo p>p|w>u|ɛ>e|b>b|l>l|oʊ>o
puente p>p|u>ue|n>n|t>te
puerile p>p|j;u>ue|r>r|i>i|l>le
puerto p>p|w>u|ɛ>e|r>r|t>t|oʊ>o
puff p>p|ʌ>u|f>ff
puffed p>p|ʌ>u|f>ff|t>ed
puffin p>p|ʌ>u|f>ff|ɪ>i|n>n
puffing p>p|ʌ>u|f>ff|ɪ>i|ŋ>ng
puffs p>p|ʌ>u|f>ff|s>s
puffy p>p|ʌ>u|f>ff|i>y
puget p>p|j;u>u|dʒ>g|ɪ>e|t>t
pugh p>p|j;u>ugh
pugnacious p>p|ʌ>u|g>g|n>n|æ>a|ʃ>cio|ɪ>u|s>s
puke p>p|j;u>u|k>ke
pulaski p>p|j;u>u|l>l|æ>a|s>s|k>k|i>i
pulitzer p>p|ʊ>u|l>l|ɪ>i|t>t|s>z|ɝ>er
pull p>p|ʊ>u|l>ll
pulled p>p|ʊ>u|l>ll|d>ed
puller p>p|ʊ>u|l>ll|ɝ>er
pulley p>p|ʊ>u|l>ll|i>ey
pulleys p>p|ʊ>u|l>ll|i>ey|z>s
pulling p>p|ʊ>u|l>ll|ɪ>i|ŋ>ng
pullman p>p|ʊ>u|l>ll|m>m|ʌ>a|n>n
pullout p>p|ʊ>u|l>ll|aʊ>ou|t>t
pulls p>p|ʊ>u|l>ll|z>s
pulmonary p>p|ʊ>u|l>l|m>m|ʌ>o|n>n|ɛ>a|r>r|i>y
pulp p>p|ʌ>u|l>l|p>p
pulping p>p|ʌ>u|l>l|p>p|ɪ>i|ŋ>ng
pulpit p>p|ʊ>u|l>l|p>p|ɪ>i|t>t
pulpits p>p|ʊ>u|l>l|p>p|ɪ>i|t>t|s>s
pulpwood p>p|ʌ>u|l>l|p>p|w>w|ʊ>oo|d>d
pulsar p>p|ʊ>u|l>l|s>s|ɝ>ar
pulsating p>p|ʌ>u|l>l|s>s|eɪ>a|t>t|ɪ>i|ŋ>ng
pulse p>p|ʌ>u|l>l|s>se
pulses p>p|ʌ>u|l>l|s>s|ɪ>e|z>s
pulsing p>p|ʌ>u|l>l|s>s|ɪ>i|ŋ>ng
pulverized p>p|ʌ>u|l>l|v>v|ɝ>er|aɪ>i|z>ze|d>d
puma p>p|u>u|m>m|ʌ>a
pumice p>p|ʌ>u|m>m|ɪ>i|s>ce
pump p>p|ʌ>u|m>m|p>p
pumped p>p|ʌ>u|m>m|p>p|t>ed
pumping p>p|ʌ>u|m>m|p>p|ɪ>i|ŋ>ng
pumpkin p>p|ʌ>u|m>m|p>p|k>k|ɪ>i|n>n
pumpkins p>p|ʌ>u|m>m|p>p|k>k|ɪ>i|n>n|z>s
pumps p>p|ʌ>u|m>m|p>p|s>s
pun p>p|ʌ>u|n>n
punch p>p|ʌ>u|n>n|tʃ>ch
punched p>p|ʌ>u|n>n|tʃ>ch|t>ed
punches p>p|ʌ>u|n>n|tʃ>ch|ɪ>e|z>s
punching p>p|ʌ>u|n>n|tʃ>ch|ɪ>i|ŋ>ng
punctate p>p|ʌ>u|n>n|k>c|t>t|eɪ>a|t>te
punctilious p>p|ʌ>u|ŋ>n|k>c|t>t|ɪ>i|l>l|i>i|ʌ>ou|s>s
punctuality p>p|ʌ>u|ŋ>n|k>c|tʃ>t|u>u|æ>a|l>l|ɪ>i|t>t|i>y
punctuate p>p|ʌ>u|ŋ>n|k>c|tʃ>t|u>u|eɪ>a|t>te
punctuated p>p|ʌ>u|ŋ>n|k>c|tʃ>t|u>u|eɪ>a|t>t|ɪ>e|d>d
punctuating p>p|ʌ>u|ŋ>n|k>c|tʃ>t|u>u|eɪ>a|d>t|ɪ>i|ŋ>ng
punctuation p>p|ʌ>u|ŋ>n|k>c|tʃ>t|u>u|eɪ>a|ʃ>ti|ʌ>o|n>n
puncture p>p|ʌ>u|ŋ>n|k>c|tʃ>t|ɝ>ure
punctured p>p|ʌ>u|ŋ>n|k>c|tʃ>t|ɝ>ure|d>d
punctures p>p|ʌ>u|ŋ>n|k>c|tʃ>t|ɝ>ure|z>s
puncturing p>p|ʌ>u|ŋ>n|k>c|tʃ>t|ɝ>ur|ɪ>i|ŋ>ng
pundit p>p|ʌ>u|n>n|d>d|ɪ>i|t>t
pundits p>p|ʌ>u|n>n|d>d|ɪ>i|t>t|s>s
pungent p>p|ʌ>u|n>n|dʒ>g|ɛ>e|n>n|t>t
punic p>p|j;u>u|n>n|ɪ>i|k>c
punish p>p|ʌ>u|n>n|ɪ>i|ʃ>sh
punishable p>p|ʌ>u|n>n|ɪ>i|ʃ>sh|ʌ>a|b>b|ʌ;l>le
punished p>p|ʌ>u|n>n|ɪ>i|ʃ>sh|t>ed
punishes p>p|ʌ>u|n>n|ɪ>i|ʃ>sh|ɛ>e|z>s
punishing p>p|ʌ>u|n>n|ɪ>i|ʃ>sh|ɪ>i|ŋ>ng
punishment p>p|ʌ>u|n>n|ɪ>i|ʃ>sh|m>m|ɛ>e|n>n|t>t
punishments p>p|ʌ>u|n>n|ɪ>i|ʃ>sh|m>m|ɛ>e|n>n|t>t|s>s
punitive p>p|j;u>u|n>n|ɪ>i|t>t|ɪ>i|v>ve
punjab p>p|ʌ>u|n>n|dʒ>j|æ>a|b>b
punk p>p|ʌ>u|ŋ>n|k>k
punks p>p|ʌ>u|ŋ>n|k>k|s>s
puns p>p|ʌ>u|n>n|z>s
punt p>p|ʌ>u|n>n|t>t
punta p>p|ʊ>u|n>n|t>t|ʌ>a
punto p>p|u>u|n>n|t>t|oʊ>o
puny p>p|j;u>u|n>n|i>y
pup p>p|ʌ>u|p>p
pupa p>p|j;u>u|p>p|ʌ>a
pupil p>p|j;u>u|p>p|ɪ>i|l>l
pupils p>p|j;u>u|p>p|ɪ>i|l>l|z>s
puppet p>p|ʌ>u|p>pp|ɛ>e|t>t
puppetry p>p|ʌ>u|p>pp|ɛ>e|t>t|r>r|i>y
puppets p>p|ʌ>u|p>pp|ɛ>e|t>t|s>s
puppies p>p|ʌ>u|p>pp|i>ie|z>s
puppy p>p|ʌ>u|p>pp|i>y
pups p>p|ʌ>u|p>p|s>s
pur p>p|ɝ>ur
pura p>p|ʊ>u|r>r|ʌ>a
purcell p>p|ɝ>ur|s>c|ɛ>e|l>ll
purchase p>p|ɝ>ur|tʃ>ch|ʌ>a|s>se
purchased p>p|ɝ>ur|tʃ>ch|ʌ>a|s>se|t>d
purchaser p>p|ɝ>ur|tʃ>ch|ʌ>a|s>s|ɝ>er
purchasers p>p|ɝ>ur|tʃ>ch|ʌ>a|s>s|ɝ>er|z>s
purchases p>p|ɝ>ur|tʃ>ch|ʌ>a|s>s|ɪ>e|z>s
purchasing p>p|ɝ>ur|tʃ>ch|ʌ>a|s>s|ɪ>i|ŋ>ng
purdue p>p|ɝ>ur|d>d|u>ue
purdy p>p|ɝ>ur|d>d|i>y
pure p>p|j;ʊ>u|r>re
purebred p>p|j;ʊ>u|r>re|b>b|r>r|ɛ>e|d>d
puree p>p|j;ʊ>u|r>r|eɪ>ee
purely p>p|j;ʊ>u|r>re|l>l|i>y
purer p>p|j;ʊ>u|r>r|ɝ>er
purest p>p|j;ʊ>u|r>r|ɛ>e|s>s|t>t
purgatory p>p|ɝ>ur|g>g|ʌ>a|t>t|ɔ>o|r>r|i>y
purge p>p|ɝ>ur|dʒ>ge
purged p>p|ɝ>ur|dʒ>ge|d>d
purges p>p|ɝ>ur|dʒ>g|ɪ>e|z>s
